,CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Id,Churn,State,Latitude,Longitude,ZipCode,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
3519,8069-RHUXK,Female,No,Yes,No,67,Two year,Credit card (automatic),No,35.7,2545.7,8069-RHUXK,No,California,33.868316,-117.929029,92832,No,No phone service,DSL,Yes,No,No,Yes,No,No
3520,3398-GCPMU,Female,Yes,Yes,No,72,Two year,Credit card (automatic),Yes,89.55,6448.85,3398-GCPMU,No,California,33.877639,-117.96121200000002,92833,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3521,2908-WGAXL,Female,No,Yes,Yes,56,Two year,Credit card (automatic),Yes,24.95,1468.9,2908-WGAXL,No,California,33.902211,-117.914922,92835,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3522,3378-AJRAO,Male,No,Yes,No,44,One year,Electronic check,No,24.85,1013.6,3378-AJRAO,No,California,33.787165,-117.93188899999998,92840,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3523,1013-QCWAM,Female,Yes,Yes,No,66,Month-to-month,Electronic check,Yes,100.8,6690.75,1013-QCWAM,No,California,33.786738,-117.982564,92841,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3524,6050-FFXES,Female,No,Yes,No,69,Two year,Bank transfer (automatic),No,105.35,7240.65,6050-FFXES,No,California,33.766476000000004,-117.96979499999999,92844,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3525,0362-RAOQO,Female,No,No,No,40,Two year,Credit card (automatic),No,19.65,830.25,0362-RAOQO,No,California,33.925833000000004,-117.55963899999999,92860,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3526,9554-DFKIC,Male,No,Yes,Yes,30,Month-to-month,Bank transfer (automatic),Yes,54.45,1588.7,9554-DFKIC,No,California,33.817473,-117.81046200000002,92861,Yes,Yes,DSL,Yes,No,No,No,No,No
3527,5527-ACHSO,Female,No,No,No,11,Month-to-month,Mailed check,No,70.5,829.3,5527-ACHSO,No,California,33.828779,-117.848299,92865,Yes,No,DSL,No,No,No,Yes,Yes,Yes
3528,0829-DDVLK,Female,No,No,No,15,One year,Credit card (automatic),No,20.1,302.45,0829-DDVLK,No,California,33.784597,-117.84453500000001,92866,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3529,1399-UBQIU,Male,No,No,No,11,Month-to-month,Electronic check,Yes,69.35,712.25,1399-UBQIU,No,California,33.81859,-117.821288,92867,Yes,No,DSL,No,No,Yes,No,Yes,Yes
3530,1813-JLKWR,Female,No,Yes,No,64,One year,Bank transfer (automatic),No,19.8,1336.65,1813-JLKWR,No,California,33.787796,-117.875928,92868,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3531,0336-PIKEI,Male,Yes,Yes,No,72,Two year,Bank transfer (automatic),No,74.4,5360.75,0336-PIKEI,No,California,33.792790999999994,-117.789749,92869,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
3532,7322-OCWHC,Male,Yes,Yes,No,72,Two year,Bank transfer (automatic),Yes,93.05,6735.05,7322-OCWHC,No,California,33.881158,-117.85478300000001,92870,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
3533,9537-VHDTA,Female,No,No,Yes,1,Month-to-month,Mailed check,No,51.2,51.2,9537-VHDTA,No,California,33.893823,-117.531446,92879,Yes,No,DSL,Yes,No,No,No,No,No
3534,4957-TIALW,Female,No,No,No,15,One year,Credit card (automatic),No,65.6,1010.0,4957-TIALW,No,California,33.918043,-117.61780900000001,92880,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
3535,2054-PJOCK,Female,No,No,No,60,One year,Credit card (automatic),No,80.55,4847.05,2054-PJOCK,No,California,33.833686,-117.51306299999999,92881,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
3536,9150-HEPMB,Male,No,No,No,56,One year,Mailed check,No,52.7,3019.7,9150-HEPMB,No,California,33.819385,-117.60021299999998,92882,Yes,No,DSL,Yes,No,Yes,No,No,No
3537,9030-QGZNL,Female,No,No,No,8,Two year,Mailed check,No,20.85,161.65,9030-QGZNL,No,California,33.762351,-117.488725,92883,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3538,3126-WQMGH,Female,No,Yes,No,49,Month-to-month,Credit card (automatic),Yes,52.15,2583.75,3126-WQMGH,No,California,33.884073,-117.732197,92887,Yes,Yes,DSL,No,No,No,No,No,No
3539,7176-WRTNX,Male,No,No,No,70,Two year,Bank transfer (automatic),Yes,114.95,7711.25,7176-WRTNX,No,California,34.278696999999994,-119.167798,93004,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3540,5732-IKGQH,Male,Yes,Yes,No,52,One year,Bank transfer (automatic),Yes,104.45,5481.25,5732-IKGQH,No,California,34.205504,-118.99311100000001,93012,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3541,9239-GZHZE,Female,No,Yes,No,72,Two year,Credit card (automatic),Yes,113.65,8124.2,9239-GZHZE,No,California,34.441398,-119.51316299999999,93013,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3542,7205-BAIAD,Female,No,No,No,40,Two year,Bank transfer (automatic),Yes,20.6,827.3,7205-BAIAD,No,California,34.408161,-118.86511100000001,93015,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3543,0093-EXYQL,Female,Yes,No,No,40,Month-to-month,Electronic check,Yes,91.55,3673.6,0093-EXYQL,No,California,34.581308,-118.93194799999999,93023,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3544,8064-RAVOH,Male,No,No,Yes,1,Month-to-month,Electronic check,Yes,49.85,49.85,8064-RAVOH,No,California,34.223244,-119.18012,93030,Yes,No,DSL,No,No,Yes,No,No,No
3545,0219-QAERP,Male,No,Yes,No,30,One year,Credit card (automatic),No,19.8,576.65,0219-QAERP,No,California,34.156628999999995,-119.117218,93033,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3546,9168-INPSZ,Female,Yes,Yes,No,44,Month-to-month,Electronic check,No,104.15,4495.65,9168-INPSZ,No,California,34.110124,-119.100972,93041,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3547,0015-UOCOJ,Female,Yes,No,No,7,Month-to-month,Electronic check,Yes,48.2,340.35,0015-UOCOJ,No,California,34.296813,-118.685703,93063,Yes,No,DSL,Yes,No,No,No,No,No
3548,5334-AFQJB,Male,Yes,No,No,72,Two year,Credit card (automatic),Yes,25.1,1789.9,5334-AFQJB,No,California,34.269449,-118.76847099999999,93065,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3549,2754-SDJRD,Female,Yes,No,No,8,Month-to-month,Credit card (automatic),Yes,100.15,908.55,2754-SDJRD,No,California,34.297628,-119.014627,93066,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
3550,8963-JLGJT,Male,No,No,Yes,3,Month-to-month,Mailed check,No,55.9,157.55,8963-JLGJT,No,California,34.037341999999995,-119.80078999999999,93105,Yes,No,DSL,Yes,No,Yes,No,No,No
3551,1465-LNTLJ,Male,Yes,Yes,No,8,Month-to-month,Credit card (automatic),Yes,64.4,581.7,1465-LNTLJ,No,California,34.406256,-119.72693600000001,93109,Yes,No,DSL,No,No,Yes,Yes,No,Yes
3552,2135-DQWAQ,Female,No,No,No,5,Month-to-month,Mailed check,Yes,85.3,420.45,2135-DQWAQ,No,California,34.460196999999994,-119.80260200000001,93111,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
3553,4056-QHXHZ,Female,No,Yes,Yes,72,Two year,Mailed check,No,107.45,7576.7,4056-QHXHZ,No,California,34.489983,-120.091246,93117,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3554,7401-JIXNM,Female,No,Yes,No,54,Two year,Credit card (automatic),No,91.3,4965.0,7401-JIXNM,No,California,35.116307,-118.817644,93203,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3555,9339-FIIJL,Male,No,Yes,No,72,Two year,Bank transfer (automatic),No,85.95,6151.9,9339-FIIJL,No,California,35.916942999999996,-120.129921,93204,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
3556,4706-DGAHW,Male,Yes,No,No,1,Month-to-month,Electronic check,No,45.2,45.2,4706-DGAHW,No,California,35.865795,-118.69758999999999,93207,Yes,No,DSL,No,No,No,No,No,No
3557,6670-MFRPK,Male,No,Yes,Yes,69,Two year,Credit card (automatic),Yes,79.2,5420.65,6670-MFRPK,No,California,36.186867,-120.38779299999999,93210,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
3558,6177-PEVRA,Female,No,No,No,48,Two year,Credit card (automatic),No,55.5,2627.35,6177-PEVRA,No,California,36.04533,-119.532424,93212,Yes,No,DSL,Yes,Yes,No,No,No,No
3559,4813-HQMGZ,Female,No,Yes,No,8,Month-to-month,Electronic check,Yes,90.25,743.75,4813-HQMGZ,No,California,35.846067,-119.00407299999999,93218,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
3560,7579-KKLOE,Male,No,Yes,No,71,Two year,Mailed check,Yes,91.25,6589.6,7579-KKLOE,No,California,35.858053999999996,-119.305858,93219,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3561,8402-EIVQS,Male,No,Yes,No,67,One year,Credit card (automatic),Yes,100.9,6733.15,8402-EIVQS,No,California,34.907911,-119.23428100000001,93222,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
3562,4947-DSMXK,Male,No,Yes,Yes,34,Month-to-month,Bank transfer (automatic),Yes,97.7,3410.0,4947-DSMXK,No,California,36.29878,-119.20102800000001,93223,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3563,7245-NIIWQ,Female,No,No,No,3,Month-to-month,Electronic check,Yes,69.85,199.85,7245-NIIWQ,No,California,35.215731,-119.57013,93224,Yes,No,Fiber optic,No,No,No,No,No,No
3564,0002-ORFBO,Female,No,Yes,No,9,One year,Mailed check,Yes,65.6,593.3,0002-ORFBO,No,California,34.827662,-118.999073,93225,Yes,No,DSL,No,Yes,No,Yes,Yes,No
3565,3324-OIRTO,Male,No,Yes,Yes,71,One year,Bank transfer (automatic),Yes,104.65,7288.4,3324-OIRTO,No,California,35.735694,-118.738483,93226,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3566,5414-OFQCB,Male,No,No,No,57,Two year,Credit card (automatic),Yes,90.45,5229.8,5414-OFQCB,No,California,36.292229999999996,-119.622676,93230,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No
3567,4967-WPNCF,Male,No,No,No,72,Two year,Bank transfer (automatic),Yes,63.7,4464.8,4967-WPNCF,No,California,36.217864,-120.08011699999999,93234,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3568,8552-OBVRU,Female,Yes,Yes,Yes,48,Month-to-month,Electronic check,Yes,104.5,5068.05,8552-OBVRU,No,California,36.385818,-119.22424299999999,93235,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3569,8499-BRXTD,Male,No,No,No,18,One year,Mailed check,No,20.1,401.85,8499-BRXTD,No,California,35.852892,-118.397782,93238,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3570,9154-QDGTH,Male,No,Yes,Yes,43,One year,Credit card (automatic),Yes,104.3,4451.85,9154-QDGTH,No,California,35.996922999999995,-120.000951,93239,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3571,8197-BFWVU,Female,No,Yes,No,72,Two year,Bank transfer (automatic),Yes,93.25,6688.95,8197-BFWVU,No,California,35.607875,-118.46631799999999,93240,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3572,2577-GVSIL,Male,No,Yes,No,35,One year,Bank transfer (automatic),Yes,73.45,2661.1,2577-GVSIL,No,California,35.245034999999994,-118.905553,93241,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
3573,9367-OIUXP,Male,No,No,No,4,Month-to-month,Mailed check,No,20.7,73.05,9367-OIUXP,No,California,36.444232,-119.71828500000001,93242,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3574,6770-UAYGJ,Female,No,Yes,Yes,49,Two year,Mailed check,No,25.25,1211.65,6770-UAYGJ,No,California,34.845861,-118.88516299999999,93243,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3575,6463-HHXJR,Female,No,Yes,Yes,71,Two year,Bank transfer (automatic),No,100.5,7030.65,6463-HHXJR,No,California,36.462671,-118.99729099999999,93244,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
3576,7928-VJYAB,Male,No,Yes,Yes,11,Month-to-month,Electronic check,No,90.6,1020.2,7928-VJYAB,No,California,36.303666,-119.825657,93245,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3577,1187-WILMM,Male,No,Yes,No,63,Two year,Credit card (automatic),Yes,89.4,5597.65,1187-WILMM,No,California,36.205465000000004,-119.085807,93247,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3578,9776-OJUZI,Female,Yes,No,No,65,Month-to-month,Bank transfer (automatic),Yes,95.45,6223.3,9776-OJUZI,No,California,35.637715,-119.893068,93249,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
3579,1306-RPWXZ,Female,No,No,Yes,49,Two year,Credit card (automatic),No,20.45,1024.65,1306-RPWXZ,No,California,35.666886,-119.18671699999999,93250,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3580,3097-PYWXL,Female,No,Yes,Yes,4,Month-to-month,Electronic check,Yes,19.95,82.9,3097-PYWXL,No,California,34.956577,-119.750142,93254,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3581,2266-SJNAT,Female,No,Yes,No,72,One year,Credit card (automatic),No,109.15,7789.6,2266-SJNAT,No,California,35.676978000000005,-118.101378,93255,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3582,0869-PAPRP,Female,Yes,Yes,No,26,Month-to-month,Credit card (automatic),Yes,85.7,2067.0,0869-PAPRP,No,California,35.957019,-119.330928,93256,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
3583,4238-JSSWH,Female,Yes,Yes,No,35,Month-to-month,Bank transfer (automatic),No,102.05,3452.55,4238-JSSWH,No,California,36.008958,-118.891593,93257,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3584,2972-YDYUW,Female,No,No,No,57,One year,Electronic check,No,94.7,5468.95,2972-YDYUW,No,California,35.861928000000006,-118.636698,93260,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
3585,1104-FEJAM,Male,No,Yes,Yes,28,Month-to-month,Electronic check,No,64.4,1802.15,1104-FEJAM,No,California,35.809921,-119.12743700000001,93261,Yes,Yes,DSL,No,Yes,No,No,No,Yes
3586,2809-ILCYT,Female,No,Yes,No,25,One year,Mailed check,Yes,26.8,733.55,2809-ILCYT,No,California,36.527243,-118.59493799999998,93262,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3587,5499-ECUTN,Female,No,Yes,No,47,One year,Credit card (automatic),Yes,66.05,3021.45,5499-ECUTN,No,California,35.490705,-119.286833,93263,Yes,No,DSL,Yes,No,Yes,No,Yes,No
3588,4981-FLTMF,Female,No,Yes,Yes,57,Month-to-month,Bank transfer (automatic),No,65.2,3687.85,4981-FLTMF,No,California,36.245926000000004,-118.69313799999999,93265,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
3589,9121-PHQSR,Male,Yes,Yes,No,16,Month-to-month,Credit card (automatic),Yes,85.05,1391.15,9121-PHQSR,No,California,36.175255,-119.813805,93266,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
3590,3113-IWHLC,Male,No,No,No,5,Month-to-month,Mailed check,Yes,55.8,274.35,3113-IWHLC,No,California,36.141319,-119.129075,93267,Yes,No,DSL,Yes,No,Yes,No,No,No
3591,4277-BWBML,Male,No,Yes,Yes,72,Two year,Bank transfer (automatic),No,19.95,1322.85,4277-BWBML,No,California,36.413433000000005,-118.854708,93271,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3592,0234-TEVTT,Female,No,Yes,Yes,48,One year,Credit card (automatic),No,45.0,2196.3,0234-TEVTT,No,California,36.185471,-119.375243,93274,No,No phone service,DSL,Yes,No,Yes,No,No,Yes
3593,4304-TSPVK,Female,No,Yes,No,68,Two year,Bank transfer (automatic),No,114.9,7843.55,4304-TSPVK,No,California,35.316263,-119.40255900000001,93276,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3594,1552-AAGRX,Female,No,No,No,30,Month-to-month,Bank transfer (automatic),No,106.4,3211.9,1552-AAGRX,No,California,36.303793,-119.375646,93277,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
3595,2637-FKFSY,Female,No,Yes,No,3,Month-to-month,Mailed check,Yes,46.1,130.15,2637-FKFSY,No,California,35.652242,-119.4464,93280,Yes,No,DSL,No,No,No,No,No,No
3596,9796-MVYXX,Female,Yes,No,No,14,Two year,Mailed check,No,39.7,692.35,9796-MVYXX,No,California,35.556470000000004,-118.244914,93283,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
3597,7874-ECPQJ,Female,No,No,Yes,4,Month-to-month,Bank transfer (automatic),Yes,20.05,85.5,7874-ECPQJ,No,California,35.690535,-118.552784,93285,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3598,0020-INWCK,Female,No,Yes,Yes,71,Two year,Credit card (automatic),Yes,95.75,6849.4,0020-INWCK,No,California,36.464634999999994,-119.094348,93286,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
3599,7089-RKVSZ,Male,No,Yes,No,8,One year,Mailed check,No,24.4,203.95,7089-RKVSZ,No,California,35.710244,-118.881679,93287,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3600,2683-JXWQQ,Male,No,Yes,Yes,61,Month-to-month,Bank transfer (automatic),No,33.6,2117.2,2683-JXWQQ,No,California,36.391777000000005,-119.37284199999999,93291,No,No phone service,DSL,Yes,No,Yes,No,No,No
3601,9548-ZMVTX,Male,No,Yes,Yes,72,Two year,Bank transfer (automatic),No,90.45,6565.85,9548-ZMVTX,No,California,36.37559,-119.21168899999999,93292,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
3602,8739-XNIKG,Female,No,No,No,5,Month-to-month,Electronic check,Yes,84.0,424.75,8739-XNIKG,No,California,35.383937,-119.02042800000001,93301,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
3603,9755-JHNMN,Female,No,No,No,49,Two year,Bank transfer (automatic),No,67.4,3306.85,9755-JHNMN,No,California,35.339796,-119.023552,93304,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
3604,3981-QSVQI,Male,No,No,No,8,Month-to-month,Bank transfer (automatic),Yes,19.7,168.9,3981-QSVQI,No,California,35.391733,-118.984109,93305,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3605,2789-HQBOU,Male,No,No,No,3,Month-to-month,Electronic check,Yes,80.35,253.8,2789-HQBOU,No,California,35.449881,-118.84144199999999,93306,Yes,No,Fiber optic,No,No,No,No,No,Yes
3606,9424-CMPOG,Male,No,Yes,Yes,9,Two year,Mailed check,No,19.6,197.4,9424-CMPOG,No,California,35.280113,-118.962329,93307,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3607,5067-WJEUN,Male,No,Yes,Yes,67,Two year,Bank transfer (automatic),Yes,54.2,3838.2,5067-WJEUN,No,California,35.559616999999996,-118.92518500000001,93308,Yes,No,DSL,Yes,Yes,No,No,No,No
3608,3450-WXOAT,Male,No,No,No,46,Month-to-month,Credit card (automatic),Yes,45.2,2065.15,3450-WXOAT,No,California,35.342890999999995,-119.064803,93309,Yes,No,DSL,No,No,No,No,No,No
3609,9251-WNSOD,Female,No,Yes,No,67,One year,Mailed check,No,75.1,5064.45,9251-WNSOD,No,California,35.16207,-119.19448799999999,93311,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
3610,6974-DAFLI,Female,No,Yes,No,55,One year,Electronic check,No,19.7,1140.05,6974-DAFLI,No,California,35.392599,-119.245341,93312,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3611,2616-UUTFK,Male,No,Yes,No,33,Month-to-month,Bank transfer (automatic),Yes,72.75,2447.45,2616-UUTFK,No,California,35.140938,-119.051348,93313,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No
3612,7064-JHXCE,Male,No,Yes,Yes,62,Two year,Credit card (automatic),No,20.05,1263.9,7064-JHXCE,No,California,35.233745,-120.626442,93401,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3613,7989-AWGEH,Male,No,Yes,Yes,49,Month-to-month,Electronic check,Yes,39.2,1838.15,7989-AWGEH,No,California,35.236549,-120.72734399999999,93405,No,No phone service,DSL,Yes,No,No,No,No,Yes
3614,4373-VVHQL,Male,No,No,No,1,Month-to-month,Electronic check,Yes,44.75,44.75,4373-VVHQL,No,California,35.176235999999996,-120.48324299999999,93420,Yes,No,DSL,No,No,No,No,No,No
3615,4559-UWIHT,Male,No,Yes,No,14,Month-to-month,Electronic check,Yes,82.65,1185.0,4559-UWIHT,No,California,35.453912,-120.69461000000001,93422,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
3616,7268-IGMFD,Male,Yes,No,No,18,Month-to-month,Bank transfer (automatic),No,93.9,1743.9,7268-IGMFD,No,California,35.186644,-120.728305,93424,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
3617,6650-BWFRT,Female,No,Yes,No,72,Two year,Credit card (automatic),Yes,117.15,8529.5,6650-BWFRT,No,California,35.591387,-121.032256,93428,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3618,9570-KYEUA,Male,No,No,No,64,Two year,Credit card (automatic),No,99.25,6549.45,9570-KYEUA,No,California,34.866032000000004,-120.536546,93429,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes
3619,6993-YGFJV,Male,No,Yes,No,69,Two year,Bank transfer (automatic),Yes,112.55,7806.5,6993-YGFJV,No,California,35.511833,-120.91871299999998,93430,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3620,2712-SYWAY,Female,No,No,No,1,Month-to-month,Electronic check,Yes,25.7,25.7,2712-SYWAY,No,California,35.480896,-120.469476,93432,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3621,0730-BGQGF,Male,No,Yes,Yes,71,Two year,Credit card (automatic),No,90.3,6287.3,0730-BGQGF,No,California,35.120833000000005,-120.61843,93433,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3622,5498-IBWPI,Female,No,Yes,Yes,66,One year,Credit card (automatic),Yes,49.4,3251.85,5498-IBWPI,No,California,34.936,-120.594655,93434,Yes,No,DSL,No,No,No,Yes,No,No
3623,9101-NTIXF,Male,No,No,No,2,Month-to-month,Mailed check,No,19.4,50.6,9101-NTIXF,No,California,34.601055,-120.38291699999999,93436,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3624,0013-SMEOE,Female,Yes,Yes,No,71,Two year,Bank transfer (automatic),Yes,109.7,7904.25,0013-SMEOE,No,California,34.757477,-120.55050700000001,93437,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3625,9314-QDMDW,Male,No,No,No,11,One year,Electronic check,Yes,61.25,729.95,9314-QDMDW,No,California,34.758699,-120.27583899999999,93440,Yes,No,DSL,No,Yes,No,No,Yes,No
3626,9308-ANMVE,Male,No,No,Yes,47,Month-to-month,Electronic check,Yes,55.3,2654.05,9308-ANMVE,No,California,34.70434,-120.02609,93441,Yes,No,DSL,Yes,Yes,No,No,No,No
3627,3413-DHLPB,Male,No,Yes,Yes,60,Month-to-month,Bank transfer (automatic),Yes,103.75,5969.95,3413-DHLPB,No,California,35.059695,-120.60474099999999,93445,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
3628,7649-PHJVR,Male,No,No,No,11,One year,Mailed check,No,19.5,226.8,7649-PHJVR,No,California,35.634221999999994,-120.72834099999999,93446,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3629,6114-TCFID,Female,No,No,No,29,One year,Credit card (automatic),No,39.5,1082.75,6114-TCFID,No,California,35.165668,-120.65584199999999,93449,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
3630,3787-TRIAL,Male,No,Yes,Yes,21,Month-to-month,Electronic check,Yes,26.05,565.75,3787-TRIAL,No,California,35.996008,-120.85305,93450,No,No phone service,DSL,No,No,No,No,No,No
3631,2573-GYRUU,Male,Yes,Yes,No,48,Month-to-month,Credit card (automatic),Yes,91.05,4370.75,2573-GYRUU,No,California,35.886767,-120.60866100000001,93451,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
3632,5156-UMKOW,Female,No,No,Yes,3,Month-to-month,Mailed check,No,29.65,90.05,5156-UMKOW,No,California,35.746484,-121.223355,93452,No,No phone service,DSL,No,Yes,No,No,No,No
3633,1247-QBVSH,Female,No,Yes,Yes,43,Month-to-month,Mailed check,No,50.2,2169.4,1247-QBVSH,No,California,35.303926000000004,-120.25656699999999,93453,Yes,No,DSL,No,Yes,No,No,No,No
3634,6734-GMPVK,Male,No,No,No,5,Month-to-month,Electronic check,No,105.3,550.6,6734-GMPVK,No,California,34.943523,-120.256729,93454,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3635,9822-OAOVB,Female,No,No,No,1,Month-to-month,Electronic check,Yes,55.45,55.45,9822-OAOVB,No,California,34.818227,-120.418784,93455,Yes,No,DSL,No,No,No,No,No,Yes
3636,6161-ERDGD,Male,No,Yes,Yes,71,One year,Electronic check,No,85.45,6300.85,6161-ERDGD,No,California,34.959340000000005,-120.490081,93458,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
3637,1226-JZNKR,Female,No,Yes,No,8,One year,Electronic check,No,19.8,160.05,1226-JZNKR,No,California,34.630356,-120.032564,93460,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3638,7318-EIVKO,Male,No,No,No,8,Month-to-month,Electronic check,Yes,59.25,436.6,7318-EIVKO,No,California,35.634488,-120.29353400000001,93461,Yes,Yes,DSL,No,No,No,No,Yes,No
3639,3771-PZOBW,Male,No,No,No,20,Month-to-month,Credit card (automatic),Yes,90.7,1781.35,3771-PZOBW,No,California,34.624399,-120.137875,93463,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
3640,8231-BSWXX,Male,No,No,No,71,One year,Credit card (automatic),Yes,79.05,5552.5,8231-BSWXX,No,California,35.097322999999996,-118.17128799999999,93501,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
3641,6486-LHTMA,Female,Yes,Yes,No,31,One year,Electronic check,Yes,90.7,2835.5,6486-LHTMA,No,California,35.151491,-117.92759699999999,93505,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
3642,4083-BFNYK,Female,Yes,Yes,No,38,One year,Credit card (automatic),No,95.0,3591.25,4083-BFNYK,No,California,34.501452,-118.207862,93510,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
